velocidade mínima	angulação limite	tamanho do histórico	tamanho do segmento	taxa acerto
0,4	20	7	140	71,8391
0,4	20	7	150	80,6061
0,4	20	7	160	76,129
0,4	20	7	170	74,6575
0,4	20	7	180	75,7143
0,4	30	7	30	69,1057
0,4	30	7	40	70,7216
0,4	30	7	50	70,098
0,4	30	7	60	74,6439
0,4	30	7	70	78,7781
0,4	30	7	80	77,6978
0,4	30	7	90	74,5098
0,4	30	7	100	78,355
0,4	30	7	110	78,972
0,4	30	7	120	75,7576
0,4	30	7	130	74,5946
0,4	30	7	140	75,2874
0,4	30	7	150	78,7879
0,4	30	7	160	78,0645
0,4	30	7	170	78,7671
0,4	30	7	180	77,1429
0,4	40	7	30	69,5935
0,4	40	7	40	70,9278
0,4	40	7	50	69,8529
0,4	40	7	60	74,9288
0,4	40	7	70	78,4566
0,4	40	7	80	71,9424
0,4	40	7	90	75,6863
0,4	40	7	100	78,7879
0,4	40	7	110	76,1682
0,4	40	7	120	75,7576
0,4	40	7	130	79,4595
0,4	40	7	140	72,9885
0,4	40	7	150	77,5758
0,4	40	7	160	76,7742
0,4	40	7	170	78,0822
0,4	40	7	180	82,8571
0,4	50	7	30	68,9431
0,4	50	7	40	71,134
0,4	50	7	50	71,5686
0,4	50	7	60	74,359
0,4	50	7	70	77,492
0,4	50	7	80	74,8201
0,4	50	7	90	74,1176
0,4	50	7	100	78,355
0,4	50	7	110	76,6355
0,4	50	7	120	76,2626
0,4	50	7	130	78,3784
0,4	50	7	140	73,5632
0,4	50	7	150	78,7879
0,4	50	7	160	78,7097
0,4	50	7	170	74,6575
0,4	50	7	180	75
0,4	10	8	30	68,4553
0,4	10	8	40	69,8969
0,4	10	8	50	68,8725
0,4	10	8	60	72,6496
0,4	10	8	70	77,8135
0,4	10	8	80	75,1799
0,4	10	8	90	75,6863
0,4	10	8	100	74,8918
0,4	10	8	110	77,5701
0,4	10	8	120	73,2323
0,4	10	8	130	76,7568
0,4	10	8	140	77,0115
0,4	10	8	150	78,1818
0,4	10	8	160	78,0645
0,4	10	8	170	76,7123
0,4	10	8	180	75
0,4	20	8	30	68,1301
0,4	20	8	40	68,866
0,4	20	8	50	71,5686
0,4	20	8	60	73,5043
0,4	20	8	70	76,8489
0,4	20	8	80	76,259
0,4	20	8	90	77,2549
0,4	20	8	100	77,4892
0,4	20	8	110	75,7009
0,4	20	8	120	75,7576
0,4	20	8	130	77,2973
0,4	20	8	140	71,8391
0,4	20	8	150	77,5758
0,4	20	8	160	74,8387
0,4	20	8	170	76,7123
0,4	20	8	180	78,5714
0,4	30	8	30	68,9431
0,4	30	8	40	71,134
0,4	30	8	50	70,5882
0,4	30	8	60	72,9345
0,4	30	8	70	77,8135
0,4	30	8	80	75,5396
0,4	30	8	90	74,902
0,4	30	8	100	75,7576
0,4	30	8	110	75,2336
0,4	30	8	120	72,7273
0,4	30	8	130	75,6757
0,4	30	8	140	75,2874
0,4	30	8	150	78,7879
0,4	30	8	160	76,129
0,4	30	8	170	77,3973
0,4	30	8	180	78,5714
0,4	40	8	30	69,7561
0,4	40	8	40	70,7216
0,4	40	8	50	70,8333
0,4	40	8	60	72,3647
0,4	40	8	70	76,8489
0,4	40	8	80	73,0216
0,4	40	8	90	78,8235
0,4	40	8	100	78,355
0,4	40	8	110	78,0374
0,4	40	8	120	76,7677
0,4	40	8	130	76,2162
0,4	40	8	140	74,1379
0,4	40	8	150	78,1818
0,4	40	8	160	79,3548
0,4	40	8	170	72,6027
0,4	40	8	180	75
0,4	50	8	30	68,2927
0,4	50	8	40	69,6907
0,4	50	8	50	72,3039
0,4	50	8	60	75,4986
0,4	50	8	70	78,135
0,4	50	8	80	74,1007
0,4	50	8	90	75,6863
0,4	50	8	100	77,9221
0,4	50	8	110	76,1682
0,4	50	8	120	78,7879
0,4	50	8	130	76,7568
0,4	50	8	140	71,2644
0,4	50	8	150	78,7879
0,4	50	8	160	77,4194
0,4	50	8	170	76,7123
0,4	50	8	180	75
0,4	10	9	30	68,4553
0,4	10	9	40	68,6598
0,4	10	9	50	69,8529
0,4	10	9	60	73,2194
0,4	10	9	70	76,2058
0,4	10	9	80	77,3381
0,4	10	9	90	76,8627
0,4	10	9	100	76,1905
0,4	10	9	110	73,3645
0,4	10	9	120	71,2121
0,4	10	9	130	77,8378
0,4	10	9	140	72,9885
0,4	10	9	150	78,1818
0,4	10	9	160	78,7097
0,4	10	9	170	78,7671
0,4	10	9	180	77,1429
0,4	20	9	30	69,5935
0,4	20	9	40	68,0412
0,4	20	9	50	69,8529
0,4	20	9	60	71,2251
0,4	20	9	70	75,8842
0,4	20	9	80	77,3381
0,4	20	9	90	76,0784
0,4	20	9	100	78,355
0,4	20	9	110	76,1682
0,4	20	9	120	76,2626
0,4	20	9	130	76,7568
0,4	20	9	140	74,1379
0,4	20	9	150	76,9697
0,4	20	9	160	76,129
0,4	20	9	170	73,2877
0,4	20	9	180	80
0,4	30	9	30	69,4309
0,4	30	9	40	69,4845
0,4	30	9	50	71,3235
0,4	30	9	60	72,0798
0,4	30	9	70	78,4566
0,4	30	9	80	76,259
0,4	30	9	90	74,902
0,4	30	9	100	75,7576
0,4	30	9	110	76,6355
0,4	30	9	120	74,7475
0,4	30	9	130	76,7568
0,4	30	9	140	73,5632
0,4	30	9	150	77,5758
0,4	30	9	160	80,6452
0,4	30	9	170	79,4521
0,4	30	9	180	77,8571
0,4	40	9	30	70,0813
0,4	40	9	40	71,134
0,4	40	9	50	69,1176
0,4	40	9	60	72,9345
0,4	40	9	70	78,7781
0,4	40	9	80	73,0216
0,4	40	9	90	76,0784
0,4	40	9	100	80,0866
0,4	40	9	110	76,6355
0,4	40	9	120	72,7273
0,4	40	9	130	77,8378
0,4	40	9	140	74,7126
0,4	40	9	150	76,9697
0,4	40	9	160	79,3548
0,4	40	9	170	72,6027
0,4	40	9	180	81,4286
0,4	50	9	30	69,4309
0,4	50	9	40	71,7526
0,4	50	9	50	69,1176
0,4	50	9	60	76,3533
0,4	50	9	70	78,4566
0,4	50	9	80	73,3813
0,4	50	9	90	75,2941
0,4	50	9	100	77,4892
0,4	50	9	110	73,8318
0,4	50	9	120	70,7071
0,4	50	9	130	77,8378
0,4	50	9	140	73,5632
0,4	50	9	150	76,3636
0,4	50	9	160	80
0,4	50	9	170	76,0274
0,4	50	9	180	76,4286
0,4	10	10	30	70,0813
0,4	10	10	40	69,8969
0,4	10	10	50	69,1176
0,4	10	10	60	73,2194
0,4	10	10	70	77,1704
0,4	10	10	80	75,8993
0,4	10	10	90	77,2549
0,4	10	10	100	76,6234
0,4	10	10	110	72,8972
0,4	10	10	120	73,2323
0,4	10	10	130	77,8378
0,4	10	10	140	72,4138
0,4	10	10	150	79,3939
0,4	10	10	160	77,4194
0,4	10	10	170	81,5068
0,4	10	10	180	75
0,4	20	10	30	69,9187
0,4	20	10	40	69,2784
0,4	20	10	50	69,6078
0,4	20	10	60	71,51
0,4	20	10	70	75,8842
0,4	20	10	80	76,6187
0,4	20	10	90	76,0784
0,4	20	10	100	78,7879
0,4	20	10	110	73,3645
0,4	20	10	120	77,2727
0,4	20	10	130	77,2973
0,4	20	10	140	72,4138
0,4	20	10	150	76,9697
0,4	20	10	160	75,4839
0,4	20	10	170	76,0274
0,4	20	10	180	72,1429
0,4	30	10	30	70,0813
0,4	30	10	40	69,8969
0,4	30	10	50	68,6275
0,4	30	10	60	73,2194
0,4	30	10	70	78,135
0,4	30	10	80	75,5396
0,4	30	10	90	73,7255
0,4	30	10	100	74,8918
0,4	30	10	110	78,0374
0,4	30	10	120	73,2323
0,4	30	10	130	74,5946
0,4	30	10	140	76,4368
0,4	30	10	150	80
0,4	30	10	160	77,4194
0,4	30	10	170	79,4521
0,4	30	10	180	75,7143
0,4	40	10	30	70,4065
0,4	40	10	40	69,8969
0,4	40	10	50	69,6078
0,4	40	10	60	73,7892
0,4	40	10	70	79,0997
0,4	40	10	80	72,6619
0,4	40	10	90	73,7255
0,4	40	10	100	77,9221
0,4	40	10	110	79,4393
0,4	40	10	120	75,7576
0,4	40	10	130	78,9189
0,4	40	10	140	73,5632
0,4	40	10	150	78,7879
0,4	40	10	160	79,3548
0,4	40	10	170	72,6027
0,4	40	10	180	76,4286
0,4	50	10	30	69,4309
0,4	50	10	40	71,3402
0,4	50	10	50	69,6078
0,4	50	10	60	75,4986
0,4	50	10	70	77,8135
0,4	50	10	80	74,4604
0,4	50	10	90	79,2157
0,4	50	10	100	78,355
0,4	50	10	110	77,5701
0,4	50	10	120	73,7374
0,4	50	10	130	77,2973
0,4	50	10	140	69,5402
0,4	50	10	150	79,3939
0,4	50	10	160	79,3548
0,4	50	10	170	75,3425
0,4	50	10	180	72,8571
0,5	10	1	30	68,6179
0,5	10	1	40	70,1031
0,5	10	1	50	70,5882
0,5	10	1	60	72,3647
0,5	10	1	70	77,492
0,5	10	1	80	75,5396
0,5	10	1	90	77,6471
0,5	10	1	100	75,7576
0,5	10	1	110	71,4953
0,5	10	1	120	77,7778
0,5	10	1	130	74,5946
0,5	10	1	140	77,0115
0,5	10	1	150	78,1818
0,5	10	1	160	79,3548
0,5	10	1	170	77,3973
0,5	10	1	180	77,1429
0,5	20	1	30	67,3171
0,5	20	1	40	70,3093
0,5	20	1	50	70,8333
0,5	20	1	60	73,2194
0,5	20	1	70	75,5627
0,5	20	1	80	75,1799
0,5	20	1	90	74,5098
0,5	20	1	100	77,4892
0,5	20	1	110	73,3645
0,5	20	1	120	74,7475
0,5	20	1	130	80
0,5	20	1	140	75,2874
0,5	20	1	150	77,5758
0,5	20	1	160	78,7097
0,5	20	1	170	78,0822
0,5	20	1	180	77,8571
0,5	30	1	30	69,2683
0,5	30	1	40	70,5155
0,5	30	1	50	71,5686
0,5	30	1	60	74,6439
0,5	30	1	70	75,2412
0,5	30	1	80	74,4604
0,5	30	1	90	73,7255
0,5	30	1	100	77,0563
0,5	30	1	110	74,7664
0,5	30	1	120	76,2626
0,5	30	1	130	80
0,5	30	1	140	76,4368
0,5	30	1	150	78,7879
0,5	30	1	160	78,0645
0,5	30	1	170	82,8767
0,5	30	1	180	75,7143
0,5	40	1	30	69,7561
0,5	40	1	40	72,5773
0,5	40	1	50	70,5882
0,5	40	1	60	74,6439
0,5	40	1	70	78,4566
0,5	40	1	80	71,9424
0,5	40	1	90	76,4706
0,5	40	1	100	77,4892
0,5	40	1	110	76,1682
0,5	40	1	120	79,2929
0,5	40	1	130	77,2973
0,5	40	1	140	79,3103
0,5	40	1	150	76,3636
0,5	40	1	160	80
0,5	40	1	170	75,3425
0,5	40	1	180	77,8571
0,5	50	1	30	69,9187
0,5	50	1	40	70,7216
0,5	50	1	50	72,549
0,5	50	1	60	75,2137
0,5	50	1	70	75,8842
0,5	50	1	80	74,4604
0,5	50	1	90	74,902
0,5	50	1	100	74,4589
0,5	50	1	110	74,7664
0,5	50	1	120	72,7273
0,5	50	1	130	79,4595
0,5	50	1	140	70,6897
0,5	50	1	150	77,5758
0,5	50	1	160	80,6452
0,5	50	1	170	75,3425
0,5	50	1	180	77,1429
0,5	10	2	30	69,4309
0,5	10	2	40	70,1031
0,5	10	2	50	70,3431
0,5	10	2	60	74,0741
0,5	10	2	70	75,8842
0,5	10	2	80	74,8201
0,5	10	2	90	76,0784
0,5	10	2	100	75,7576
0,5	10	2	110	72,4299
0,5	10	2	120	72,7273
0,5	10	2	130	80
0,5	10	2	140	73,5632
0,5	10	2	150	75,1515
0,5	10	2	160	78,0645
0,5	10	2	170	80,137
0,5	10	2	180	73,5714
0,5	20	2	30	69,5935
0,5	20	2	40	71,134
0,5	20	2	50	70,3431
0,5	20	2	60	74,9288
0,5	20	2	70	76,2058
0,5	20	2	80	70,8633
0,5	20	2	90	73,3333
0,5	20	2	100	77,9221
0,5	20	2	110	71,9626
0,5	20	2	120	73,7374
0,5	20	2	130	80
0,5	20	2	140	74,7126
0,5	20	2	150	78,7879
0,5	20	2	160	81,2903
0,5	20	2	170	78,0822
0,5	20	2	180	79,2857
0,5	30	2	30	70,2439
0,5	30	2	40	70,7216
0,5	30	2	50	73,5294
0,5	30	2	60	73,5043
0,5	30	2	70	76,2058
0,5	30	2	80	75,5396
0,5	30	2	90	74,902
0,5	30	2	100	77,4892
0,5	30	2	110	74,2991
0,5	30	2	120	76,2626
0,5	30	2	130	76,7568
0,5	30	2	140	71,2644
0,5	30	2	150	79,3939
0,5	30	2	160	80
0,5	30	2	170	79,4521
0,5	30	2	180	74,2857
0,5	40	2	30	70,4065
0,5	40	2	40	72,5773
0,5	40	2	50	71,5686
0,5	40	2	60	73,7892
0,5	40	2	70	75,8842
0,5	40	2	80	74,4604
0,5	40	2	90	75,6863
0,5	40	2	100	78,7879
0,5	40	2	110	77,1028
0,5	40	2	120	76,7677
0,5	40	2	130	78,3784
0,5	40	2	140	77,0115
0,5	40	2	150	78,1818
0,5	40	2	160	78,0645
0,5	40	2	170	73,2877
0,5	40	2	180	80
0,5	50	2	30	68,9431
0,5	50	2	40	70,5155
0,5	50	2	50	74,5098
0,5	50	2	60	73,7892
0,5	50	2	70	76,5273
0,5	50	2	80	74,8201
0,5	50	2	90	76,0784
0,5	50	2	100	78,355
0,5	50	2	110	75,7009
0,5	50	2	120	77,7778
0,5	50	2	130	80,5405
0,5	50	2	140	71,8391
0,5	50	2	150	75,1515
0,5	50	2	160	78,0645
0,5	50	2	170	73,9726
0,5	50	2	180	75,7143
0,5	10	3	30	69,2683
0,5	10	3	40	70,3093
0,5	10	3	50	68,6275
0,5	10	3	60	72,0798
0,5	10	3	70	79,7428
0,5	10	3	80	74,1007
0,5	10	3	90	74,902
0,5	10	3	100	77,0563
0,5	10	3	110	69,6262
0,5	10	3	120	73,2323
0,5	10	3	130	75,1351
0,5	10	3	140	74,7126
0,5	10	3	150	82,4242
0,5	10	3	160	78,7097
0,5	10	3	170	75,3425
0,5	10	3	180	75,7143
0,5	20	3	30	68,2927
0,5	20	3	40	71,9588
0,5	20	3	50	71,5686
0,5	20	3	60	74,0741
0,5	20	3	70	76,8489
0,5	20	3	80	74,1007
0,5	20	3	90	74,1176
0,5	20	3	100	77,0563
0,5	20	3	110	71,9626
0,5	20	3	120	74,2424
0,5	20	3	130	78,9189
0,5	20	3	140	73,5632
0,5	20	3	150	77,5758
0,5	20	3	160	80
0,5	20	3	170	80,8219
0,5	20	3	180	71,4286
0,5	30	3	30	69,9187
0,5	30	3	40	72,9897
0,5	30	3	50	72,7941
0,5	30	3	60	72,6496
0,5	30	3	70	74,5981
0,5	30	3	80	74,4604
0,5	30	3	90	75,6863
0,5	30	3	100	77,0563
0,5	30	3	110	77,5701
0,5	30	3	120	74,2424
0,5	30	3	130	75,6757
0,5	30	3	140	72,4138
0,5	30	3	150	79,3939
0,5	30	3	160	81,9355
0,5	30	3	170	80,137
0,5	30	3	180	75
0,5	40	3	30	70,5691
0,5	40	3	40	71,9588
0,5	40	3	50	70,5882
0,5	40	3	60	74,9288
0,5	40	3	70	76,2058
0,5	40	3	80	74,4604
0,5	40	3	90	74,5098
0,5	40	3	100	77,9221
0,5	40	3	110	75,2336
0,5	40	3	120	77,7778
0,5	40	3	130	80
0,5	40	3	140	74,1379
0,5	40	3	150	78,1818
0,5	40	3	160	78,7097
0,5	40	3	170	80,8219
0,5	40	3	180	79,2857
0,5	50	3	30	68,6179
0,5	50	3	40	70,7216
0,5	50	3	50	74,2647
0,5	50	3	60	73,5043
0,5	50	3	70	78,7781
0,5	50	3	80	75,1799
0,5	50	3	90	77,6471
0,5	50	3	100	79,6537
0,5	50	3	110	77,1028
0,5	50	3	120	75,2525
0,5	50	3	130	82,7027
0,5	50	3	140	71,2644
0,5	50	3	150	78,1818
0,5	50	3	160	80,6452
0,5	50	3	170	79,4521
0,5	50	3	180	77,1429
0,5	10	4	30	68,9431
0,5	10	4	40	70,9278
0,5	10	4	50	71,0784
0,5	10	4	60	73,7892
0,5	10	4	70	76,5273
0,5	10	4	80	75,8993
0,5	10	4	90	76,8627
0,5	10	4	100	76,1905
0,5	10	4	110	70,0935
0,5	10	4	120	73,2323
0,5	10	4	130	77,2973
0,5	10	4	140	78,7356
0,5	10	4	150	81,8182
0,5	10	4	160	79,3548
0,5	10	4	170	77,3973
0,5	10	4	180	75
0,5	20	4	30	69,2683
0,5	20	4	40	71,7526
0,5	20	4	50	72,3039
0,5	20	4	60	74,6439
0,5	20	4	70	77,1704
0,5	20	4	80	72,3022
0,5	20	4	90	76,4706
0,5	20	4	100	76,6234
0,5	20	4	110	71,4953
0,5	20	4	120	71,2121
0,5	20	4	130	78,3784
0,5	20	4	140	71,2644
0,5	20	4	150	80
0,5	20	4	160	81,9355
0,5	20	4	170	78,0822
0,5	20	4	180	76,4286
0,5	30	4	30	70,8943
0,5	30	4	40	72,3711
0,5	30	4	50	72,0588
0,5	30	4	60	71,51
0,5	30	4	70	75,8842
0,5	30	4	80	75,1799
0,5	30	4	90	76,0784
0,5	30	4	100	77,4892
0,5	30	4	110	74,2991
0,5	30	4	120	74,7475
0,5	30	4	130	78,9189
0,5	30	4	140	74,1379
0,5	30	4	150	78,1818
0,5	30	4	160	80,6452
0,5	30	4	170	81,5068
0,5	30	4	180	77,8571
0,5	40	4	30	69,1057
0,5	40	4	40	73,1959
0,5	40	4	50	71,5686
0,5	40	4	60	74,9288
0,5	40	4	70	76,8489
0,5	40	4	80	73,3813
0,5	40	4	90	76,0784
0,5	40	4	100	77,4892
0,5	40	4	110	75,7009
0,5	40	4	120	75,2525
0,5	40	4	130	80
0,5	40	4	140	72,9885
0,5	40	4	150	80,6061
0,5	40	4	160	78,7097
0,5	40	4	170	75,3425
0,5	40	4	180	80,7143
0,5	50	4	30	68,4553
0,5	50	4	40	71,5464
0,5	50	4	50	73,2843
0,5	50	4	60	73,5043
0,5	50	4	70	77,8135
0,5	50	4	80	73,0216
0,5	50	4	90	77,6471
0,5	50	4	100	80,9524
0,5	50	4	110	73,8318
0,5	50	4	120	74,2424
0,5	50	4	130	84,3243
0,5	50	4	140	74,7126
0,5	50	4	150	79,3939
0,5	50	4	160	81,2903
0,5	50	4	170	77,3973
0,5	50	4	180	75
0,5	10	5	30	68,6179
0,5	10	5	40	71,5464
0,5	10	5	50	70,3431
0,5	10	5	60	74,0741
0,5	10	5	70	76,8489
0,5	10	5	80	76,259
0,5	10	5	90	76,4706
0,5	10	5	100	77,4892
0,5	10	5	110	72,8972
0,5	10	5	120	72,2222
0,5	10	5	130	75,1351
0,5	10	5	140	75,8621
0,5	10	5	150	80,6061
0,5	10	5	160	77,4194
0,5	10	5	170	76,7123
0,5	10	5	180	72,1429
0,5	20	5	30	67,6423
0,5	20	5	40	70,9278
0,5	20	5	50	72,0588
0,5	20	5	60	74,6439
0,5	20	5	70	75,8842
0,5	20	5	80	71,5827
0,5	20	5	90	72,549
0,5	20	5	100	76,6234
0,5	20	5	110	73,8318
0,5	20	5	120	71,7172
0,5	20	5	130	78,9189
0,5	20	5	140	75,2874
0,5	20	5	150	83,0303
0,5	20	5	160	78,7097
0,5	20	5	170	76,7123
0,5	20	5	180	76,4286
0,5	30	5	30	69,5935
0,5	30	5	40	71,5464
0,5	30	5	50	73,2843
0,5	30	5	60	72,9345
0,5	30	5	70	75,5627
0,5	30	5	80	76,259
0,5	30	5	90	74,1176
0,5	30	5	100	77,9221
0,5	30	5	110	74,7664
0,5	30	5	120	73,2323
0,5	30	5	130	76,7568
0,5	30	5	140	72,9885
0,5	30	5	150	81,8182
0,5	30	5	160	78,0645
0,5	30	5	170	80,137
0,5	30	5	180	80
0,5	40	5	30	68,7805
0,5	40	5	40	73,1959
0,5	40	5	50	71,3235
0,5	40	5	60	75,4986
0,5	40	5	70	76,5273
0,5	40	5	80	75,5396
0,5	40	5	90	76,0784
0,5	40	5	100	77,0563
0,5	40	5	110	78,0374
0,5	40	5	120	76,2626
0,5	40	5	130	78,3784
0,5	40	5	140	74,1379
0,5	40	5	150	80
0,5	40	5	160	79,3548
0,5	40	5	170	73,9726
0,5	40	5	180	78,5714
0,5	50	5	30	67,9675
0,5	50	5	40	70,5155
0,5	50	5	50	72,7941
0,5	50	5	60	74,6439
0,5	50	5	70	78,7781
0,5	50	5	80	76,259
0,5	50	5	90	75,2941
0,5	50	5	100	78,7879
0,5	50	5	110	75,7009
0,5	50	5	120	73,7374
0,5	50	5	130	81,6216
0,5	50	5	140	72,4138
0,5	50	5	150	80
0,5	50	5	160	80,6452
0,5	50	5	170	79,4521
0,5	50	5	180	75,7143
0,5	10	6	30	67,8049
0,5	10	6	40	71,3402
0,5	10	6	50	72,7941
0,5	10	6	60	74,0741
0,5	10	6	70	76,5273
0,5	10	6	80	75,1799
0,5	10	6	90	76,8627
0,5	10	6	100	78,355
0,5	10	6	110	72,4299
0,5	10	6	120	71,7172
0,5	10	6	130	80
0,5	10	6	140	73,5632
0,5	10	6	150	81,8182
0,5	10	6	160	81,2903
0,5	10	6	170	77,3973
0,5	10	6	180	72,8571
0,5	20	6	30	69,5935
0,5	20	6	40	71,5464
0,5	20	6	50	71,5686
0,5	20	6	60	73,5043
0,5	20	6	70	75,8842
0,5	20	6	80	71,9424
0,5	20	6	90	74,1176
0,5	20	6	100	76,1905
0,5	20	6	110	75,2336
0,5	20	6	120	72,7273
0,5	20	6	130	79,4595
0,5	20	6	140	71,8391
0,5	20	6	150	79,3939
0,5	20	6	160	79,3548
0,5	20	6	170	81,5068
0,5	20	6	180	77,1429
0,5	30	6	30	70,2439
0,5	30	6	40	71,134
0,5	30	6	50	73,0392
0,5	30	6	60	74,0741
0,5	30	6	70	74,5981
0,5	30	6	80	76,6187
0,5	30	6	90	74,902
0,5	30	6	100	77,0563
0,5	30	6	110	75,2336
0,5	30	6	120	75,2525
0,5	30	6	130	77,8378
0,5	30	6	140	72,9885
0,5	30	6	150	81,8182
0,5	30	6	160	78,0645
0,5	30	6	170	79,4521
0,5	30	6	180	77,1429
0,5	40	6	30	70,8943
0,5	40	6	40	71,5464
0,5	40	6	50	73,5294
0,5	40	6	60	74,0741
0,5	40	6	70	77,1704
0,5	40	6	80	76,259
0,5	40	6	90	76,0784
0,5	40	6	100	76,6234
0,5	40	6	110	77,1028
0,5	40	6	120	75,7576
0,5	40	6	130	78,3784
0,5	40	6	140	76,4368
0,5	40	6	150	77,5758
0,5	40	6	160	78,0645
0,5	40	6	170	73,2877
0,5	40	6	180	78,5714
0,5	50	6	30	68,4553
0,5	50	6	40	69,8969
0,5	50	6	50	70,8333
0,5	50	6	60	73,7892
0,5	50	6	70	77,1704
0,5	50	6	80	75,5396
0,5	50	6	90	74,902
0,5	50	6	100	80,0866
0,5	50	6	110	78,5047
0,5	50	6	120	76,2626
0,5	50	6	130	84,8649
0,5	50	6	140	72,4138
0,5	50	6	150	78,1818
0,5	50	6	160	83,2258
0,5	50	6	170	77,3973
0,5	50	6	180	75
0,5	10	7	30	68,6179
0,5	10	7	40	71,3402
0,5	10	7	50	70,3431
0,5	10	7	60	72,6496
0,5	10	7	70	80,0643
0,5	10	7	80	77,6978
0,5	10	7	90	76,4706
0,5	10	7	100	76,1905
0,5	10	7	110	74,2991
0,5	10	7	120	73,2323
0,5	10	7	130	79,4595
0,5	10	7	140	74,7126
0,5	10	7	150	78,1818
0,5	10	7	160	75,4839
0,5	10	7	170	76,7123
0,5	10	7	180	77,8571
0,5	20	7	30	68,2927
0,5	20	7	40	69,2784
0,5	20	7	50	73,0392
0,5	20	7	60	74,0741
0,5	20	7	70	76,5273
0,5	20	7	80	74,4604
0,5	20	7	90	74,5098
0,5	20	7	100	75,7576
0,5	20	7	110	75,2336
0,5	20	7	120	72,7273
0,5	20	7	130	79,4595
0,5	20	7	140	71,8391
0,5	20	7	150	80
0,5	20	7	160	76,129
0,5	20	7	170	73,2877
0,5	20	7	180	77,8571
0,5	30	7	30	69,9187
0,5	30	7	40	69,6907
0,5	30	7	50	68,6275
0,5	30	7	60	73,2194
0,5	30	7	70	77,492
0,5	30	7	80	74,8201
0,5	30	7	90	73,7255
0,5	30	7	100	75,7576
0,5	30	7	110	73,8318
0,5	30	7	120	72,7273
0,5	30	7	130	78,3784
0,5	30	7	140	71,2644
0,5	30	7	150	78,7879
0,5	30	7	160	80,6452
0,5	30	7	170	80,8219
0,5	30	7	180	77,1429
0,5	40	7	30	70,2439
0,5	40	7	40	69,4845
0,5	40	7	50	70,8333
0,5	40	7	60	73,5043
0,5	40	7	70	78,135
0,5	40	7	80	74,4604
0,5	40	7	90	75,6863
0,5	40	7	100	76,1905
0,5	40	7	110	75,2336
0,5	40	7	120	70,7071
0,5	40	7	130	79,4595
0,5	40	7	140	75,8621
0,5	40	7	150	76,9697
0,5	40	7	160	77,4194
0,5	40	7	170	76,7123
0,5	40	7	180	75,7143
0,5	50	7	30	67,8049
0,5	50	7	40	69,0722
0,5	50	7	50	74,0196
0,5	50	7	60	73,2194
0,5	50	7	70	75,2412
0,5	50	7	80	74,8201
0,5	50	7	90	78,4314
0,5	50	7	100	75,7576
0,5	50	7	110	74,7664
0,5	50	7	120	75,2525
0,5	50	7	130	77,8378
0,5	50	7	140	78,1609
0,5	50	7	150	79,3939
0,5	50	7	160	78,7097
0,5	50	7	170	80,137
0,5	50	7	180	72,8571
0,5	10	8	30	68,7805
0,5	10	8	40	71,134
0,5	10	8	50	71,3235
0,5	10	8	60	70,9402
0,5	10	8	70	80,3859
0,5	10	8	80	77,3381
0,5	10	8	90	74,5098
0,5	10	8	100	77,9221
0,5	10	8	110	72,4299
0,5	10	8	120	73,2323
0,5	10	8	130	75,6757
0,5	10	8	140	75,2874
0,5	10	8	150	82,4242
0,5	10	8	160	76,129
0,5	10	8	170	78,7671
0,5	10	8	180	77,1429
0,5	20	8	30	68,9431
0,5	20	8	40	70,1031
0,5	20	8	50	71,8137
0,5	20	8	60	73,5043
0,5	20	8	70	76,2058
0,5	20	8	80	74,4604
0,5	20	8	90	74,1176
0,5	20	8	100	77,4892
0,5	20	8	110	76,6355
0,5	20	8	120	75,2525
0,5	20	8	130	78,3784
0,5	20	8	140	74,1379
0,5	20	8	150	79,3939
0,5	20	8	160	74,8387
0,5	20	8	170	78,0822
0,5	20	8	180	78,5714
0,5	30	8	30	68,4553
0,5	30	8	40	69,8969
0,5	30	8	50	71,5686
0,5	30	8	60	73,5043
0,5	30	8	70	78,135
0,5	30	8	80	76,6187
0,5	30	8	90	72,1569
0,5	30	8	100	75,3247
0,5	30	8	110	78,0374
0,5	30	8	120	71,7172
0,5	30	8	130	79,4595
0,5	30	8	140	71,8391
0,5	30	8	150	80,6061
0,5	30	8	160	79,3548
0,5	30	8	170	78,7671
0,5	30	8	180	72,8571
0,5	40	8	30	69,1057
0,5	40	8	40	69,0722
0,5	40	8	50	72,0588
0,5	40	8	60	73,2194
0,5	40	8	70	79,0997
0,5	40	8	80	73,3813
0,5	40	8	90	74,902
0,5	40	8	100	79,2208
0,5	40	8	110	75,7009
0,5	40	8	120	72,7273
0,5	40	8	130	78,3784
0,5	40	8	140	77,5862
0,5	40	8	150	78,1818
0,5	40	8	160	78,7097
0,5	40	8	170	76,0274
0,5	40	8	180	73,5714
0,5	50	8	30	68,4553
0,5	50	8	40	71,5464
0,5	50	8	50	72,0588
0,5	50	8	60	73,7892
0,5	50	8	70	76,8489
0,5	50	8	80	74,1007
0,5	50	8	90	77,6471
0,5	50	8	100	75,3247
0,5	50	8	110	78,0374
0,5	50	8	120	75,2525
0,5	50	8	130	81,0811
0,5	50	8	140	75,8621
0,5	50	8	150	78,1818
0,5	50	8	160	76,7742
0,5	50	8	170	76,0274
0,5	50	8	180	76,4286
0,5	10	9	30	67,9675
0,5	10	9	40	71,3402
0,5	10	9	50	71,5686
0,5	10	9	60	72,0798
0,5	10	9	70	79,7428
0,5	10	9	80	76,6187
